132,Dog,Harrier
133,Cat,Mixed
134,Cat,Kurilian Bobtail
134,Cat,Scottish Fold
135,Dog,Chinese Crested
135,Dog,Vizsla
136,Dog,Belgian Tervuren
137,Dog,Dalmatian
137,Dog,Goldendoodle
137,Dog,Spanish Water Dog
138,Cat,Birman
139,Cat,Siamese
140,Cat,Turkish Van
141,Cat,Scottish Fold
142,Cat,Korat
143,Cat,Munchkin
144,Cat,Exotic Shorthair
144,Cat,Scottish Fold
145,Cat,Burmese
145,Cat,Ocicat
146,Cat,American Shorthair
147,Cat,Pixiebob
148,Cat,Burmese
148,Cat,Ocicat
148,Cat,Siberian
149,Cat,Bombay
150,Cat,Scottish Fold
151,Cat,Havana Brown
152,Cat,Aegean Cat
153,Cat,American Curl
153,Cat,British Shorthair
154,Cat,Ragdoll
154,Cat,Russian Blue
155,Cat,Egyptian Mau
155,Cat,LaPerm
155,Cat,Oriental
156,Cat,Bengal
156,Cat,Persian
157,Cat,American Bobtail
157,Cat,Kurilian Bobtail
157,Cat,Turkish Angora
158,Dog,Finnish Lapphund
158,Dog,Finnish Spitz
158,Dog,Giant Schnauzer
159,Cat,Ragdoll
160,Dog,Akita
161,Cat,Maine Coon
161,Cat,Manx
162,Cat,American Curl
162,Cat,American Shorthair
163,Cat,Savannah
163,Cat,Tonkinese
164,Cat,Birman
165,Dog,Bolognese
166,Cat,Scottish Fold
167,Cat,American Wirehair
167,Cat,Bombay
168,Cat,Havana Brown
169,Cat,American Bobtail
169,Cat,Li Hua
170,Cat,Turkish Van
171,Cat,American Shorthair
171,Cat,Bombay
172,Cat,Savannah
173,Cat,Toyger
174,Cat,Cornish Rex
174,Cat,Oriental
175,Cat,Korat
176,Cat,Ragdoll
176,Cat,Turkish Van
177,Cat,Egyptian Mau
177,Cat,Ragamuffin
178,Cat,British Shorthair
179,Cat,Persian
180,Cat,British Shorthair
180,Cat,Chartreux
181,Cat,Bombay
182,Cat,Balinese
182,Cat,Burmese
183,Cat,Pixiebob
184,Cat,American Shorthair
185,Dog,German Shepherd Dog
186,Cat,Havana Brown
187,Cat,Burmilla
188,Cat,American Curl
188,Cat,Siberian
189,Cat,Kurilian Bobtail
190,Dog,Australian Terrier
190,Dog,Flat-Coated Retriever
191,Cat,Balinese
192,Cat,Bombay
192,Cat,Kurilian Bobtail
193,Cat,Cymric
193,Cat,LaPerm
193,Cat,Singapura
194,Cat,Javanese
195,Cat,Mixed
196,Cat,Siberian
197,Cat,American Bobtail
198,Cat,American Curl
198,Cat,Egyptian Mau
199,Cat,Aegean Cat
199,Cat,Burmese
199,Cat,Turkish Van
200,Cat,Cymric
200,Cat,Somali
201,Cat,American Curl
202,Cat,Abyssinian
202,Cat,Egyptian Mau
202,Cat,Somali
203,Cat,Cornish Rex
204,Cat,Manx
204,Cat,Sphynx
205,Cat,Bengal
206,Cat,Scottish Fold
206,Cat,Turkish Angora
207,Cat,Chartreux
207,Cat,Maine Coon
208,Cat,Burmilla
208,Cat,Siberian
209,Cat,Ragamuffin
210,Cat,Devon Rex
211,Cat,Turkish Angora
212,Cat,Pixiebob
213,Cat,Javanese
214,Cat,Egyptian Mau
214,Cat,Ocicat
214,Cat,Oriental
215,Cat,Balinese
216,Cat,Egyptian Mau
217,Cat,Bombay
217,Cat,Ocicat
218,Cat,Cymric
219,Cat,American Shorthair
220,Cat,Li Hua
221,Cat,Bombay
222,Cat,Norwegian Forest Cat
223,Cat,American Wirehair
223,Cat,Bombay
223,Cat,Russian Blue
224,Cat,Sphynx
225,Cat,Exotic Shorthair
226,Cat,Devon Rex
227,Cat,Egyptian Mau
228,Cat,Somali
229,Cat,Ocicat
230,Cat,Bengal
230,Cat,Himalayan
231,Cat,Maine Coon
232,Cat,Balinese
232,Cat,Devon Rex
233,Cat,Aegean Cat
233,Cat,American Shorthair
233,Cat,Kurilian Bobtail
234,Cat,Selkirk Rex
235,Cat,Manx
236,Cat,British Shorthair
237,Cat,American Curl
238,Dog,Belgian Tervuren
238,Dog,Norwegian Elkhound
239,Cat,Munchkin
240,Cat,Exotic Shorthair
241,Cat,LaPerm
241,Cat,Pixiebob
241,Cat,Turkish Angora
242,Cat,Havana Brown
243,Cat,Burmese
244,Cat,Javanese
244,Cat,Savannah
245,Cat,Toyger
246,Cat,Birman
247,Cat,Munchkin
247,Cat,Scottish Fold
248,Dog,Chow Chow
249,Dog,Belgian Laekenois
249,Dog,Cirneco dell'Etna
250,Dog,Dandie Dinmont Terrier
251,Dog,Clumber Spaniel
252,Cat,Bombay
253,Dog,Havanese
254,Dog,Lagotto Romagnolo
255,Dog,Brittany
255,Dog,Manchester Terrier
255,Dog,Samoyed
256,Cat,Abyssinian
257,Dog,Cavapom
257,Dog,Irish Red and White Setter
257,Dog,Plott
258,Cat,Oriental
259,Cat,Burmilla
259,Cat,Sphynx
260,Cat,Munchkin
261,Cat,Aegean Cat
262,Cat,Egyptian Mau
263,Cat,Devon Rex
264,Cat,Egyptian Mau
265,Cat,Toyger
266,Cat,Bombay
267,Cat,Bombay
268,Cat,Ocicat
269,Cat,LaPerm
270,Cat,Norwegian Forest Cat
271,Cat,Singapura
272,Cat,Bengal
273,Cat,Manx
274,Dog,Wirehaired Vizsla
275,Cat,Unknown
276,Cat,Persian
276,Cat,Savannah
277,Cat,Abyssinian
277,Cat,American Shorthair
277,Cat,American Wirehair
278,Dog,Miniature Pinscher
278,Dog,Schapendoes
278,Dog,Spanish Water Dog
279,Dog,Aussiedoodle
280,Cat,Savannah
281,Cat,Mixed
282,Cat,Egyptian Mau
282,Cat,Munchkin
282,Cat,Russian Blue
282,Cat,Siberian
283,Cat,Selkirk Rex
283,Cat,Turkish Angora
284,Cat,Turkish Van
285,Cat,Birman
285,Cat,Chartreux
286,Cat,Manx
286,Cat,Munchkin
286,Cat,Ragamuffin
